pxd,AnnotationType,precision,recall,f1,jacc
PXD016436,Characteristics[Treatment],0.0,0.0,0.0,0.0
PXD016436,Comment[FlowRateChromatogram],0.0,0.0,0.0,0.0
PXD016436,FactorValue[Treatment],1.0,1.0,1.0,1.0
PXD016436,Characteristics[CleavageAgent],1.0,1.0,1.0,1.0
PXD016436,Characteristics[ConcentrationOfCompound],1.0,1.0,1.0,1.0
PXD016436,Characteristics[NumberOfSamples],1.0,1.0,1.0,1.0
PXD016436,PXD,1.0,1.0,1.0,1.0
PXD016436,Characteristics[Time],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Label],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Age],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Depletion],1.0,1.0,1.0,1.0
PXD016436,Characteristics[DiseaseTreatment],1.0,1.0,1.0,1.0
PXD016436,Comment[FractionIdentifier],1.0,1.0,1.0,1.0
PXD016436,Raw Data File,1.0,1.0,1.0,1.0
PXD016436,Comment[MS2MassAnalyzer],0.0,0.0,0.0,0.0
PXD016436,Characteristics[AnatomicSiteTumor],1.0,1.0,1.0,1.0
PXD016436,Characteristics[CellPart],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Temperature],0.0,0.0,0.0,0.0
PXD016436,Comment[FragmentationMethod],0.0,0.0,0.0,0.0
PXD016436,Characteristics[Modification].4,1.0,1.0,1.0,1.0
PXD016436,Characteristics[DevelopmentalStage],1.0,1.0,1.0,1.0
PXD016436,Characteristics[BMI],1.0,1.0,1.0,1.0
PXD016436,FactorValue[Compound],1.0,1.0,1.0,1.0
PXD016436,Comment[IonizationType],0.0,0.0,0.0,0.0
PXD016436,Characteristics[CellLine],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Compound],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Genotype],1.0,1.0,1.0,1.0
PXD016436,Characteristics[ReductionReagent],0.0,0.0,0.0,0.0
PXD016436,Comment[GradientTime],1.0,1.0,1.0,1.0
PXD016436,Comment[AcquisitionMethod],0.0,0.0,0.0,0.0
PXD016436,Comment[Instrument],0.0,0.0,0.0,0.0
PXD016436,Characteristics[TumorSize],1.0,1.0,1.0,1.0
PXD016436,FactorValue[ConcentrationOfCompound].1,1.0,1.0,1.0,1.0
PXD016436,Characteristics[SpikedCompound],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Disease],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Organism],0.0,0.0,0.0,0.0
PXD016436,Characteristics[NumberOfBiologicalReplicates],0.0,0.0,0.0,0.0
PXD016436,FactorValue[Disease],1.0,1.0,1.0,1.0
PXD016436,Characteristics[OriginSiteDisease],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Modification].6,1.0,1.0,1.0,1.0
PXD016436,FactorValue[FractionIdentifier],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Bait],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Modification].2,0.0,0.0,0.0,0.0
PXD016436,Comment[FractionationMethod],0.0,0.0,0.0,0.0
PXD016436,Characteristics[CellType],1.0,1.0,1.0,1.0
PXD016436,Comment[Separation],0.0,0.0,0.0,0.0
PXD016436,Characteristics[SamplingTime],1.0,1.0,1.0,1.0
PXD016436,Characteristics[TumorSite],1.0,1.0,1.0,1.0
PXD016436,Characteristics[AlkylationReagent],0.0,0.0,0.0,0.0
PXD016436,Characteristics[PooledSample],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Staining],1.0,1.0,1.0,1.0
PXD016436,Comment[PrecursorMassTolerance],0.0,0.0,0.0,0.0
PXD016436,Characteristics[OrganismPart],1.0,1.0,1.0,1.0
PXD016436,Characteristics[TumorGrade],1.0,1.0,1.0,1.0
PXD016436,Comment[NumberOfFractions],1.0,1.0,1.0,1.0
PXD016436,Comment[NumberOfMissedCleavages],0.0,0.0,0.0,0.0
PXD016436,Characteristics[Modification].1,0.0,0.0,0.0,0.0
PXD016436,Characteristics[Strain],1.0,1.0,1.0,1.0
PXD016436,Characteristics[TumorCellularity],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Specimen],0.0,0.0,0.0,0.0
PXD016436,Characteristics[Modification].5,1.0,1.0,1.0,1.0
PXD016436,Comment[CollisionEnergy],1.0,1.0,1.0,1.0
PXD016436,FactorValue[CellPart],1.0,1.0,1.0,1.0
PXD062469,Characteristics[NumberOfTechnicalReplicates],0.0,0.0,0.0,0.0
PXD062469,Characteristics[GrowthRate],1.0,1.0,1.0,1.0
PXD062469,Characteristics[BiologicalReplicate],0.0,0.0,0.0,0.0
PXD062469,Characteristics[SyntheticPeptide],1.0,1.0,1.0,1.0
PXD062469,Characteristics[GeneticModification],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Modification].3,1.0,1.0,1.0,1.0
PXD062469,Characteristics[AncestryCategory],1.0,1.0,1.0,1.0
PXD062469,Comment[EnrichmentMethod],1.0,1.0,1.0,1.0
PXD062469,FactorValue[Bait],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Modification],1.0,1.0,1.0,1.0
PXD062469,Characteristics[TumorStage],1.0,1.0,1.0,1.0
PXD062469,FactorValue[GeneticModification],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Sex],1.0,1.0,1.0,1.0
PXD062469,Characteristics[MaterialType],0.0,0.0,0.0,0.0
PXD062469,FactorValue[Temperature],1.0,1.0,1.0,1.0
PXD062469,Comment[FragmentMassTolerance],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Treatment],1.0,1.0,1.0,1.0
PXD062469,Comment[FlowRateChromatogram],0.25,0.5,0.3333333333333333,0.5
PXD062469,FactorValue[Treatment],0.16666666666666666,0.5,0.25,0.3333333333333333
PXD062469,Characteristics[CleavageAgent],0.0,0.0,0.0,0.0
PXD062469,Characteristics[ConcentrationOfCompound],0.0,0.0,0.0,0.0
PXD062469,Characteristics[NumberOfSamples],1.0,1.0,1.0,1.0
PXD062469,PXD,1.0,1.0,1.0,1.0
PXD062469,Characteristics[Time],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Label],0.0,0.0,0.0,0.0
PXD062469,Characteristics[Age],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Depletion],1.0,1.0,1.0,1.0
PXD062469,Characteristics[DiseaseTreatment],1.0,1.0,1.0,1.0
PXD062469,Comment[FractionIdentifier],0.16666666666666666,0.5,0.25,0.3333333333333333
PXD062469,Raw Data File,1.0,1.0,1.0,1.0
PXD062469,Comment[MS2MassAnalyzer],1.0,1.0,1.0,1.0
PXD062469,Characteristics[AnatomicSiteTumor],1.0,1.0,1.0,1.0
PXD062469,Characteristics[CellPart],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Temperature],1.0,1.0,1.0,1.0
PXD062469,Comment[FragmentationMethod],0.0,0.0,0.0,0.0
PXD062469,Characteristics[Modification].4,1.0,1.0,1.0,1.0
PXD062469,Characteristics[DevelopmentalStage],1.0,1.0,1.0,1.0
PXD062469,Characteristics[BMI],1.0,1.0,1.0,1.0
PXD062469,FactorValue[Compound],0.0,0.0,0.0,0.0
PXD062469,Comment[IonizationType],0.0,0.0,0.0,0.0
PXD062469,Characteristics[CellLine],0.0,0.0,0.0,0.0
PXD062469,Characteristics[Compound],0.0,0.0,0.0,0.0
PXD062469,Characteristics[Genotype],1.0,1.0,1.0,1.0
PXD062469,Characteristics[ReductionReagent],0.0,0.0,0.0,0.0
PXD062469,Comment[GradientTime],0.25,0.5,0.3333333333333333,0.5
PXD062469,Comment[AcquisitionMethod],0.0,0.0,0.0,0.0
PXD062469,Comment[Instrument],0.0,0.0,0.0,0.0
PXD062469,Characteristics[TumorSize],1.0,1.0,1.0,1.0
PXD062469,FactorValue[ConcentrationOfCompound].1,1.0,1.0,1.0,1.0
PXD062469,Characteristics[SpikedCompound],0.0,0.0,0.0,0.0
PXD062469,Characteristics[Disease],0.0,0.0,0.0,0.0
PXD062469,Characteristics[Organism],0.0,0.0,0.0,0.0
PXD062469,Characteristics[NumberOfBiologicalReplicates],0.0,0.0,0.0,0.0
PXD062469,FactorValue[Disease],1.0,1.0,1.0,1.0
PXD062469,Characteristics[OriginSiteDisease],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Modification].6,1.0,1.0,1.0,1.0
PXD062469,FactorValue[FractionIdentifier],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Bait],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Modification].2,1.0,1.0,1.0,1.0
PXD062469,Comment[FractionationMethod],0.0,0.0,0.0,0.0
PXD062469,Characteristics[CellType],1.0,1.0,1.0,1.0
PXD062469,Comment[Separation],0.0,0.0,0.0,0.0
PXD062469,Characteristics[SamplingTime],1.0,1.0,1.0,1.0
PXD062469,Characteristics[TumorSite],1.0,1.0,1.0,1.0
PXD062469,Characteristics[AlkylationReagent],0.25,0.5,0.3333333333333333,0.5
PXD062469,Characteristics[PooledSample],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Staining],1.0,1.0,1.0,1.0
PXD062469,Comment[PrecursorMassTolerance],1.0,1.0,1.0,1.0
PXD062469,Characteristics[OrganismPart],1.0,1.0,1.0,1.0
PXD062469,Characteristics[TumorGrade],1.0,1.0,1.0,1.0
PXD062469,Comment[NumberOfFractions],1.0,1.0,1.0,1.0
PXD062469,Comment[NumberOfMissedCleavages],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Modification].1,1.0,1.0,1.0,1.0
PXD062469,Characteristics[Strain],1.0,1.0,1.0,1.0
PXD062469,Characteristics[TumorCellularity],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Specimen],1.0,1.0,1.0,1.0
PXD062469,Characteristics[Modification].5,1.0,1.0,1.0,1.0
PXD062469,Comment[CollisionEnergy],1.0,1.0,1.0,1.0
PXD062469,FactorValue[CellPart],1.0,1.0,1.0,1.0
PXD062014,Characteristics[NumberOfTechnicalReplicates],0.0,0.0,0.0,0.0
PXD062014,Characteristics[GrowthRate],1.0,1.0,1.0,1.0
PXD062014,Characteristics[BiologicalReplicate],0.0,0.0,0.0,0.0
PXD062014,Characteristics[SyntheticPeptide],1.0,1.0,1.0,1.0
PXD062014,Characteristics[GeneticModification],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Modification].3,1.0,1.0,1.0,1.0
PXD062014,Characteristics[AncestryCategory],1.0,1.0,1.0,1.0
PXD062014,Comment[EnrichmentMethod],1.0,1.0,1.0,1.0
PXD062014,FactorValue[Bait],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Modification],0.0,0.0,0.0,0.0
PXD062014,Characteristics[TumorStage],1.0,1.0,1.0,1.0
PXD062014,FactorValue[GeneticModification],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Sex],1.0,1.0,1.0,1.0
PXD062014,Characteristics[MaterialType],0.0,0.0,0.0,0.0
PXD062014,FactorValue[Temperature],1.0,1.0,1.0,1.0
PXD062014,Comment[FragmentMassTolerance],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Treatment],0.0,0.0,0.0,0.0
PXD062014,Comment[FlowRateChromatogram],0.0,0.0,0.0,0.0
PXD062014,FactorValue[Treatment],0.0,0.0,0.0,0.0
PXD062014,Characteristics[CleavageAgent],1.0,1.0,1.0,1.0
PXD062014,Characteristics[ConcentrationOfCompound],1.0,1.0,1.0,1.0
PXD062014,Characteristics[NumberOfSamples],1.0,1.0,1.0,1.0
PXD062014,PXD,1.0,1.0,1.0,1.0
PXD062014,Characteristics[Time],0.0,0.0,0.0,0.0
PXD062014,Characteristics[Label],0.0,0.0,0.0,0.0
PXD062014,Characteristics[Age],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Depletion],1.0,1.0,1.0,1.0
PXD062014,Characteristics[DiseaseTreatment],1.0,1.0,1.0,1.0
PXD062014,Comment[FractionIdentifier],1.0,1.0,1.0,1.0
PXD062014,Raw Data File,1.0,1.0,1.0,1.0
PXD062014,Comment[MS2MassAnalyzer],0.0,0.0,0.0,0.0
PXD062014,Characteristics[AnatomicSiteTumor],1.0,1.0,1.0,1.0
PXD062014,Characteristics[CellPart],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Temperature],0.0,0.0,0.0,0.0
PXD062014,Comment[FragmentationMethod],0.0,0.0,0.0,0.0
PXD062014,Characteristics[Modification].4,1.0,1.0,1.0,1.0
PXD062014,Characteristics[DevelopmentalStage],1.0,1.0,1.0,1.0
PXD062014,Characteristics[BMI],1.0,1.0,1.0,1.0
PXD062014,FactorValue[Compound],1.0,1.0,1.0,1.0
PXD062014,Comment[IonizationType],0.0,0.0,0.0,0.0
PXD062014,Characteristics[CellLine],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Compound],0.0,0.0,0.0,0.0
PXD062014,Characteristics[Genotype],1.0,1.0,1.0,1.0
PXD062014,Characteristics[ReductionReagent],1.0,1.0,1.0,1.0
PXD062014,Comment[GradientTime],0.0,0.0,0.0,0.0
PXD062014,Comment[AcquisitionMethod],0.0,0.0,0.0,0.0
PXD062014,Comment[Instrument],0.0,0.0,0.0,0.0
PXD062014,Characteristics[TumorSize],1.0,1.0,1.0,1.0
PXD062014,FactorValue[ConcentrationOfCompound].1,1.0,1.0,1.0,1.0
PXD062014,Characteristics[SpikedCompound],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Disease],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Organism],0.0,0.0,0.0,0.0
PXD062014,Characteristics[NumberOfBiologicalReplicates],0.0,0.0,0.0,0.0
PXD062014,FactorValue[Disease],1.0,1.0,1.0,1.0
PXD062014,Characteristics[OriginSiteDisease],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Modification].6,1.0,1.0,1.0,1.0
PXD062014,FactorValue[FractionIdentifier],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Bait],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Modification].2,1.0,1.0,1.0,1.0
PXD062014,Comment[FractionationMethod],0.0,0.0,0.0,0.0
PXD062014,Characteristics[CellType],1.0,1.0,1.0,1.0
PXD062014,Comment[Separation],0.0,0.0,0.0,0.0
PXD062014,Characteristics[SamplingTime],0.0,0.0,0.0,0.0
PXD062014,Characteristics[TumorSite],1.0,1.0,1.0,1.0
PXD062014,Characteristics[AlkylationReagent],1.0,1.0,1.0,1.0
PXD062014,Characteristics[PooledSample],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Staining],1.0,1.0,1.0,1.0
PXD062014,Comment[PrecursorMassTolerance],0.0,0.0,0.0,0.0
PXD062014,Characteristics[OrganismPart],1.0,1.0,1.0,1.0
PXD062014,Characteristics[TumorGrade],1.0,1.0,1.0,1.0
PXD062014,Comment[NumberOfFractions],1.0,1.0,1.0,1.0
PXD062014,Comment[NumberOfMissedCleavages],0.0,0.0,0.0,0.0
PXD062014,Characteristics[Modification].1,1.0,1.0,1.0,1.0
PXD062014,Characteristics[Strain],1.0,1.0,1.0,1.0
PXD062014,Characteristics[TumorCellularity],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Specimen],1.0,1.0,1.0,1.0
PXD062014,Characteristics[Modification].5,1.0,1.0,1.0,1.0
PXD062014,Comment[CollisionEnergy],0.0,0.0,0.0,0.0
PXD062014,FactorValue[CellPart],1.0,1.0,1.0,1.0
PXD062877,Characteristics[NumberOfTechnicalReplicates],0.0,0.0,0.0,0.0
PXD062877,Characteristics[GrowthRate],1.0,1.0,1.0,1.0
PXD062877,Characteristics[BiologicalReplicate],0.0,0.0,0.0,0.0
PXD062877,Characteristics[SyntheticPeptide],1.0,1.0,1.0,1.0
PXD062877,Characteristics[GeneticModification],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Modification].3,1.0,1.0,1.0,1.0
PXD062877,Characteristics[AncestryCategory],1.0,1.0,1.0,1.0
PXD062877,Comment[EnrichmentMethod],1.0,1.0,1.0,1.0
PXD062877,FactorValue[Bait],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Modification],1.0,1.0,1.0,1.0
PXD062877,Characteristics[TumorStage],1.0,1.0,1.0,1.0
PXD062877,FactorValue[GeneticModification],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Sex],1.0,1.0,1.0,1.0
PXD062877,Characteristics[MaterialType],0.0,0.0,0.0,0.0
PXD062877,FactorValue[Temperature],1.0,1.0,1.0,1.0
PXD062877,Comment[FragmentMassTolerance],0.0,0.0,0.0,0.0
PXD062877,Characteristics[Treatment],0.0,0.0,0.0,0.0
PXD062877,Comment[FlowRateChromatogram],0.0,0.0,0.0,0.0
PXD062877,FactorValue[Treatment],1.0,1.0,1.0,1.0
PXD062877,Characteristics[CleavageAgent],0.0,0.0,0.0,0.0
PXD062877,Characteristics[ConcentrationOfCompound],1.0,1.0,1.0,1.0
PXD062877,Characteristics[NumberOfSamples],1.0,1.0,1.0,1.0
PXD062877,PXD,1.0,1.0,1.0,1.0
PXD062877,Characteristics[Time],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Label],0.0,0.0,0.0,0.0
PXD062877,Characteristics[Age],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Depletion],1.0,1.0,1.0,1.0
PXD062877,Characteristics[DiseaseTreatment],1.0,1.0,1.0,1.0
PXD062877,Comment[FractionIdentifier],1.0,1.0,1.0,1.0
PXD062877,Raw Data File,1.0,1.0,1.0,1.0
PXD062877,Comment[MS2MassAnalyzer],0.0,0.0,0.0,0.0
PXD062877,Characteristics[AnatomicSiteTumor],1.0,1.0,1.0,1.0
PXD062877,Characteristics[CellPart],0.0,0.0,0.0,0.0
PXD062877,Characteristics[Temperature],1.0,1.0,1.0,1.0
PXD062877,Comment[FragmentationMethod],0.0,0.0,0.0,0.0
PXD062877,Characteristics[Modification].4,1.0,1.0,1.0,1.0
PXD062877,Characteristics[DevelopmentalStage],1.0,1.0,1.0,1.0
PXD062877,Characteristics[BMI],1.0,1.0,1.0,1.0
PXD062877,FactorValue[Compound],1.0,1.0,1.0,1.0
PXD062877,Comment[IonizationType],0.0,0.0,0.0,0.0
PXD062877,Characteristics[CellLine],0.0,0.0,0.0,0.0
PXD062877,Characteristics[Compound],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Genotype],0.0,0.0,0.0,0.0
PXD062877,Characteristics[ReductionReagent],0.0,0.0,0.0,0.0
PXD062877,Comment[GradientTime],0.0,0.0,0.0,0.0
PXD062877,Comment[AcquisitionMethod],0.0,0.0,0.0,0.0
PXD062877,Comment[Instrument],0.0,0.0,0.0,0.0
PXD062877,Characteristics[TumorSize],1.0,1.0,1.0,1.0
PXD062877,FactorValue[ConcentrationOfCompound].1,1.0,1.0,1.0,1.0
PXD062877,Characteristics[SpikedCompound],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Disease],0.0,0.0,0.0,0.0
PXD062877,Characteristics[Organism],0.0,0.0,0.0,0.0
PXD062877,Characteristics[NumberOfBiologicalReplicates],0.0,0.0,0.0,0.0
PXD062877,FactorValue[Disease],0.0,0.0,0.0,0.0
PXD062877,Characteristics[OriginSiteDisease],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Modification].6,1.0,1.0,1.0,1.0
PXD062877,FactorValue[FractionIdentifier],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Bait],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Modification].2,1.0,1.0,1.0,1.0
PXD062877,Comment[FractionationMethod],0.0,0.0,0.0,0.0
PXD062877,Characteristics[CellType],0.0,0.0,0.0,0.0
PXD062877,Comment[Separation],0.0,0.0,0.0,0.0
PXD062877,Characteristics[SamplingTime],0.0,0.0,0.0,0.0
PXD062877,Characteristics[TumorSite],1.0,1.0,1.0,1.0
PXD062877,Characteristics[AlkylationReagent],0.0,0.0,0.0,0.0
PXD062877,Characteristics[PooledSample],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Staining],1.0,1.0,1.0,1.0
PXD062877,Comment[PrecursorMassTolerance],0.0,0.0,0.0,0.0
PXD062877,Characteristics[OrganismPart],1.0,1.0,1.0,1.0
PXD062877,Characteristics[TumorGrade],1.0,1.0,1.0,1.0
PXD062877,Comment[NumberOfFractions],1.0,1.0,1.0,1.0
PXD062877,Comment[NumberOfMissedCleavages],0.0,0.0,0.0,0.0
PXD062877,Characteristics[Modification].1,1.0,1.0,1.0,1.0
PXD062877,Characteristics[Strain],1.0,1.0,1.0,1.0
PXD062877,Characteristics[TumorCellularity],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Specimen],1.0,1.0,1.0,1.0
PXD062877,Characteristics[Modification].5,1.0,1.0,1.0,1.0
PXD062877,Comment[CollisionEnergy],1.0,1.0,1.0,1.0
PXD062877,FactorValue[CellPart],1.0,1.0,1.0,1.0
PXD061285,Characteristics[NumberOfTechnicalReplicates],1.0,1.0,1.0,1.0
PXD061285,Characteristics[GrowthRate],1.0,1.0,1.0,1.0
PXD061285,Characteristics[BiologicalReplicate],1.0,1.0,1.0,1.0
PXD061285,Characteristics[SyntheticPeptide],1.0,1.0,1.0,1.0
PXD061285,Characteristics[GeneticModification],0.0,0.0,0.0,0.0
PXD061285,Characteristics[Modification].3,0.0,0.0,0.0,0.0
PXD061285,Characteristics[AncestryCategory],1.0,1.0,1.0,1.0
PXD061285,Comment[EnrichmentMethod],0.0,0.0,0.0,0.0
PXD061285,FactorValue[Bait],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Modification],0.0,0.0,0.0,0.0
PXD061285,Characteristics[TumorStage],1.0,1.0,1.0,1.0
PXD061285,FactorValue[GeneticModification],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Sex],1.0,1.0,1.0,1.0
PXD061285,Characteristics[MaterialType],0.0,0.0,0.0,0.0
PXD061285,FactorValue[Temperature],1.0,1.0,1.0,1.0
PXD061285,Comment[FragmentMassTolerance],0.0,0.0,0.0,0.0
PXD061285,Characteristics[Treatment],0.0,0.0,0.0,0.0
PXD061285,Comment[FlowRateChromatogram],1.0,1.0,1.0,1.0
PXD061285,FactorValue[Treatment],0.0,0.0,0.0,0.0
PXD061285,Characteristics[CleavageAgent],0.0,0.0,0.0,0.0
PXD061285,Characteristics[ConcentrationOfCompound],1.0,1.0,1.0,1.0
PXD061285,Characteristics[NumberOfSamples],1.0,1.0,1.0,1.0
PXD061285,PXD,1.0,1.0,1.0,1.0
PXD061285,Characteristics[Time],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Label],0.0,0.0,0.0,0.0
PXD061285,Characteristics[Age],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Depletion],1.0,1.0,1.0,1.0
PXD061285,Characteristics[DiseaseTreatment],1.0,1.0,1.0,1.0
PXD061285,Comment[FractionIdentifier],1.0,1.0,1.0,1.0
PXD061285,Raw Data File,1.0,1.0,1.0,1.0
PXD061285,Comment[MS2MassAnalyzer],0.0,0.0,0.0,0.0
PXD061285,Characteristics[AnatomicSiteTumor],1.0,1.0,1.0,1.0
PXD061285,Characteristics[CellPart],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Temperature],1.0,1.0,1.0,1.0
PXD061285,Comment[FragmentationMethod],0.25,0.5,0.3333333333333333,0.5
PXD061285,Characteristics[Modification].4,0.0,0.0,0.0,0.0
PXD061285,Characteristics[DevelopmentalStage],1.0,1.0,1.0,1.0
PXD061285,Characteristics[BMI],1.0,1.0,1.0,1.0
PXD061285,FactorValue[Compound],1.0,1.0,1.0,1.0
PXD061285,Comment[IonizationType],0.0,0.0,0.0,0.0
PXD061285,Characteristics[CellLine],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Compound],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Genotype],0.0,0.0,0.0,0.0
PXD061285,Characteristics[ReductionReagent],0.0,0.0,0.0,0.0
PXD061285,Comment[GradientTime],1.0,1.0,1.0,1.0
PXD061285,Comment[AcquisitionMethod],0.0,0.0,0.0,0.0
PXD061285,Comment[Instrument],0.0,0.0,0.0,0.0
PXD061285,Characteristics[TumorSize],1.0,1.0,1.0,1.0
PXD061285,FactorValue[ConcentrationOfCompound].1,1.0,1.0,1.0,1.0
PXD061285,Characteristics[SpikedCompound],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Disease],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Organism],0.0,0.0,0.0,0.0
PXD061285,Characteristics[NumberOfBiologicalReplicates],1.0,1.0,1.0,1.0
PXD061285,FactorValue[Disease],1.0,1.0,1.0,1.0
PXD061285,Characteristics[OriginSiteDisease],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Modification].6,0.0,0.0,0.0,0.0
PXD061285,FactorValue[FractionIdentifier],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Bait],0.25,0.5,0.3333333333333333,0.5
PXD061285,Characteristics[Modification].2,0.0,0.0,0.0,0.0
PXD061285,Comment[FractionationMethod],0.0,0.0,0.0,0.0
PXD061285,Characteristics[CellType],1.0,1.0,1.0,1.0
PXD061285,Comment[Separation],0.0,0.0,0.0,0.0
PXD061285,Characteristics[SamplingTime],1.0,1.0,1.0,1.0
PXD061285,Characteristics[TumorSite],1.0,1.0,1.0,1.0
PXD061285,Characteristics[AlkylationReagent],1.0,1.0,1.0,1.0
PXD061285,Characteristics[PooledSample],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Staining],1.0,1.0,1.0,1.0
PXD061285,Comment[PrecursorMassTolerance],0.0,0.0,0.0,0.0
PXD061285,Characteristics[OrganismPart],0.0,0.0,0.0,0.0
PXD061285,Characteristics[TumorGrade],1.0,1.0,1.0,1.0
PXD061285,Comment[NumberOfFractions],1.0,1.0,1.0,1.0
PXD061285,Comment[NumberOfMissedCleavages],0.0,0.0,0.0,0.0
PXD061285,Characteristics[Modification].1,0.0,0.0,0.0,0.0
PXD061285,Characteristics[Strain],1.0,1.0,1.0,1.0
PXD061285,Characteristics[TumorCellularity],1.0,1.0,1.0,1.0
PXD061285,Characteristics[Specimen],0.0,0.0,0.0,0.0
PXD061285,Characteristics[Modification].5,0.0,0.0,0.0,0.0
PXD061285,Comment[CollisionEnergy],1.0,1.0,1.0,1.0
PXD061285,FactorValue[CellPart],1.0,1.0,1.0,1.0
